store_id,state_id,cat_id,dept_id,item_id,year_month,total_units,avg_price,days_with_sales,max_daily_units,has_promotion,total_revenue
CA_1,CA,FOODS,FOODS_2,FOODS_2_380,2015-04,8,4.97,3,4,False,39.76
CA_1,CA,FOODS,FOODS_2,FOODS_2_380,2015-05,48,4.97,26,7,True,238.56
CA_1,CA,FOODS,FOODS_2,FOODS_2_380,2015-06,41,4.97,23,4,True,203.77
CA_1,CA,FOODS,FOODS_2,FOODS_2_380,2015-07,58,4.97,25,6,True,288.26
CA_1,CA,FOODS,FOODS_2,FOODS_2_380,2015-08,79,4.97,28,8,False,392.63
CA_1,CA,FOODS,FOODS_2,FOODS_2_380,2015-09,38,4.97,23,4,True,188.86
CA_1,CA,FOODS,FOODS_2,FOODS_2_380,2015-10,47,4.97,22,7,True,233.59
CA_1,CA,FOODS,FOODS_2,FOODS_2_380,2015-11,48,4.97,23,5,True,238.56
CA_1,CA,FOODS,FOODS_2,FOODS_2_380,2015-12,43,4.97,25,3,True,213.71
CA_1,CA,FOODS,FOODS_2,FOODS_2_380,2016-01,52,4.97,25,5,True,258.44
CA_1,CA,FOODS,FOODS_2,FOODS_2_380,2016-02,36,4.97,16,5,True,178.92
CA_1,CA,FOODS,FOODS_2,FOODS_2_380,2016-03,51,4.97,26,5,True,253.47
CA_1,CA,FOODS,FOODS_2,FOODS_2_380,2016-04,21,4.97,12,5,False,104.37
CA_1,CA,FOODS,FOODS_3,FOODS_3_017,2015-04,1,1.98,1,1,False,1.98
CA_1,CA,FOODS,FOODS_3,FOODS_3_017,2015-05,7,1.98,7,1,True,13.86
CA_1,CA,FOODS,FOODS_3,FOODS_3_017,2015-06,6,1.98,5,2,True,11.88
CA_1,CA,FOODS,FOODS_3,FOODS_3_017,2015-07,6,1.98,6,1,True,11.88
CA_1,CA,FOODS,FOODS_3,FOODS_3_017,2015-08,9,1.98,9,1,False,17.82
CA_1,CA,FOODS,FOODS_3,FOODS_3_017,2015-09,3,1.98,3,1,True,5.94
CA_1,CA,FOODS,FOODS_3,FOODS_3_017,2015-10,8,1.98,7,2,True,15.84
CA_1,CA,FOODS,FOODS_3,FOODS_3_017,2015-11,3,1.98,3,1,True,5.94
CA_1,CA,FOODS,FOODS_3,FOODS_3_017,2015-12,6,1.98,5,2,True,11.88
CA_1,CA,FOODS,FOODS_3,FOODS_3_017,2016-01,1,1.98,1,1,True,1.98
CA_1,CA,FOODS,FOODS_3,FOODS_3_017,2016-03,7,1.98,6,2,True,13.86
CA_1,CA,FOODS,FOODS_3,FOODS_3_017,2016-04,2,1.98,2,1,False,3.96
CA_1,CA,FOODS,FOODS_3,FOODS_3_142,2015-04,4,3.98,3,2,False,15.92
CA_1,CA,FOODS,FOODS_3,FOODS_3_142,2015-05,48,3.98,18,7,True,191.04
CA_1,CA,FOODS,FOODS_3,FOODS_3_142,2015-06,57,3.98,22,7,True,226.86
CA_1,CA,FOODS,FOODS_3,FOODS_3_142,2015-07,56,3.98,20,16,True,222.88
CA_1,CA,FOODS,FOODS_3,FOODS_3_142,2015-08,66,3.98,17,18,False,262.68
CA_1,CA,FOODS,FOODS_3,FOODS_3_142,2015-09,62,3.98,20,18,True,246.76
CA_1,CA,FOODS,FOODS_3,FOODS_3_142,2015-10,38,3.98,17,9,True,151.24
CA_1,CA,FOODS,FOODS_3,FOODS_3_142,2015-11,33,3.98,12,8,True,131.34
CA_1,CA,FOODS,FOODS_3,FOODS_3_142,2015-12,25,3.98,15,4,True,99.5
CA_1,CA,FOODS,FOODS_3,FOODS_3_142,2016-01,37,3.98,18,5,True,147.26
CA_1,CA,FOODS,FOODS_3,FOODS_3_142,2016-02,38,3.98,18,8,True,151.24
CA_1,CA,FOODS,FOODS_3,FOODS_3_142,2016-03,43,3.98,19,5,True,171.14
CA_1,CA,FOODS,FOODS_3,FOODS_3_142,2016-04,58,3.98,15,10,False,230.84
CA_1,CA,FOODS,FOODS_3,FOODS_3_525,2015-04,6,2.0,4,2,False,12.0
CA_1,CA,FOODS,FOODS_3,FOODS_3_525,2015-05,38,2.0,22,6,True,76.0
CA_1,CA,FOODS,FOODS_3,FOODS_3_525,2015-06,47,2.0,17,5,True,94.0
CA_1,CA,FOODS,FOODS_3,FOODS_3_525,2015-07,59,2.0,26,5,True,118.0
CA_1,CA,FOODS,FOODS_3,FOODS_3_525,2015-08,62,2.0,28,5,False,124.0
CA_1,CA,FOODS,FOODS_3,FOODS_3_525,2015-09,74,2.0,27,7,True,148.0
CA_1,CA,FOODS,FOODS_3,FOODS_3_525,2015-10,57,2.0,26,5,True,114.0
CA_1,CA,FOODS,FOODS_3,FOODS_3_525,2015-11,33,2.0,21,3,True,66.0
CA_1,CA,FOODS,FOODS_3,FOODS_3_525,2015-12,62,2.0,27,5,True,124.0
CA_1,CA,FOODS,FOODS_3,FOODS_3_525,2016-01,55,2.0,24,7,True,110.0
CA_1,CA,FOODS,FOODS_3,FOODS_3_525,2016-02,33,2.0,19,5,True,66.0
CA_1,CA,FOODS,FOODS_3,FOODS_3_525,2016-03,50,2.0,22,6,True,100.0
CA_1,CA,FOODS,FOODS_3,FOODS_3_525,2016-04,106,2.0,19,12,False,212.0
CA_1,CA,HOBBIES,HOBBIES_1,HOBBIES_1_242,2015-04,4,2.78,3,2,False,11.12
CA_1,CA,HOBBIES,HOBBIES_1,HOBBIES_1_242,2015-05,30,2.78,22,3,True,83.4
CA_1,CA,HOBBIES,HOBBIES_1,HOBBIES_1_242,2015-06,23,2.78,16,3,True,63.94
CA_1,CA,HOBBIES,HOBBIES_1,HOBBIES_1_242,2015-07,31,2.78,16,3,True,86.18
CA_1,CA,HOBBIES,HOBBIES_1,HOBBIES_1_242,2015-08,23,2.78,15,3,False,63.94
CA_1,CA,HOBBIES,HOBBIES_1,HOBBIES_1_242,2015-09,27,2.78,14,4,True,75.06
CA_1,CA,HOBBIES,HOBBIES_1,HOBBIES_1_242,2015-10,40,2.78,25,4,True,111.2
CA_1,CA,HOBBIES,HOBBIES_1,HOBBIES_1_242,2015-11,31,2.78,18,4,True,86.18
CA_1,CA,HOBBIES,HOBBIES_1,HOBBIES_1_242,2015-12,27,2.78,18,3,True,75.06
CA_1,CA,HOBBIES,HOBBIES_1,HOBBIES_1_242,2016-01,28,2.78,19,3,True,77.84
CA_1,CA,HOBBIES,HOBBIES_1,HOBBIES_1_242,2016-02,30,2.78,16,6,True,83.4
CA_1,CA,HOBBIES,HOBBIES_1,HOBBIES_1_242,2016-03,34,2.78,15,5,True,94.52
CA_1,CA,HOBBIES,HOBBIES_1,HOBBIES_1_242,2016-04,15,2.78,9,3,False,41.7
CA_1,CA,HOBBIES,HOBBIES_2,HOBBIES_2_071,2015-05,10,0.97,5,3,True,9.7
CA_1,CA,HOBBIES,HOBBIES_2,HOBBIES_2_071,2015-06,9,0.97,6,2,True,8.73
CA_1,CA,HOBBIES,HOBBIES_2,HOBBIES_2_071,2015-07,7,0.97,7,1,True,6.79
CA_1,CA,HOBBIES,HOBBIES_2,HOBBIES_2_071,2015-08,13,0.97,11,2,False,12.61
CA_1,CA,HOBBIES,HOBBIES_2,HOBBIES_2_071,2015-09,8,0.97,7,2,True,7.76
CA_1,CA,HOBBIES,HOBBIES_2,HOBBIES_2_071,2015-10,3,0.97,3,1,True,2.91
CA_1,CA,HOBBIES,HOBBIES_2,HOBBIES_2_071,2015-11,7,0.97,5,3,True,6.79
CA_1,CA,HOBBIES,HOBBIES_2,HOBBIES_2_071,2015-12,6,0.97,6,1,True,5.82
CA_1,CA,HOBBIES,HOBBIES_2,HOBBIES_2_071,2016-01,3,0.97,3,1,True,2.91
CA_1,CA,HOBBIES,HOBBIES_2,HOBBIES_2_071,2016-02,6,0.97,3,4,True,5.82
CA_1,CA,HOBBIES,HOBBIES_2,HOBBIES_2_071,2016-03,5,0.97,4,2,True,4.85
CA_1,CA,HOBBIES,HOBBIES_2,HOBBIES_2_108,2015-04,1,2.97,1,1,False,2.97
CA_1,CA,HOBBIES,HOBBIES_2,HOBBIES_2_108,2015-05,4,2.97,4,1,True,11.88
CA_1,CA,HOBBIES,HOBBIES_2,HOBBIES_2_108,2015-06,6,2.97,4,2,True,17.82
CA_1,CA,HOBBIES,HOBBIES_2,HOBBIES_2_108,2015-07,9,2.97,7,3,True,26.73
CA_1,CA,HOBBIES,HOBBIES_2,HOBBIES_2_108,2015-08,5,2.97,5,1,False,14.85
CA_1,CA,HOBBIES,HOBBIES_2,HOBBIES_2_108,2015-09,4,2.97,3,2,True,11.88
CA_1,CA,HOBBIES,HOBBIES_2,HOBBIES_2_108,2015-10,4,2.97,4,1,True,11.88
CA_1,CA,HOBBIES,HOBBIES_2,HOBBIES_2_108,2015-11,3,2.97,2,2,True,8.91
CA_1,CA,HOBBIES,HOBBIES_2,HOBBIES_2_109,2015-05,15,0.97,13,3,True,14.55
CA_1,CA,HOBBIES,HOBBIES_2,HOBBIES_2_109,2015-06,9,0.97,8,2,True,8.73
CA_1,CA,HOBBIES,HOBBIES_2,HOBBIES_2_109,2015-07,13,0.97,12,2,True,12.61
CA_1,CA,HOBBIES,HOBBIES_2,HOBBIES_2_109,2015-08,12,0.97,10,2,False,11.64
CA_1,CA,HOBBIES,HOBBIES_2,HOBBIES_2_109,2015-09,11,0.97,9,2,True,10.67
CA_1,CA,HOBBIES,HOBBIES_2,HOBBIES_2_109,2015-10,17,0.97,16,2,True,16.49
CA_1,CA,HOBBIES,HOBBIES_2,HOBBIES_2_109,2015-11,7,0.97,6,2,True,6.79
CA_1,CA,HOBBIES,HOBBIES_2,HOBBIES_2_109,2015-12,11,0.97,8,2,True,10.67
CA_1,CA,HOBBIES,HOBBIES_2,HOBBIES_2_109,2016-01,8,0.97,6,3,True,7.76
CA_1,CA,HOBBIES,HOBBIES_2,HOBBIES_2_109,2016-02,8,0.97,6,2,True,7.76
CA_1,CA,HOBBIES,HOBBIES_2,HOBBIES_2_109,2016-03,14,0.97,10,2,True,13.58
CA_1,CA,HOBBIES,HOBBIES_2,HOBBIES_2_109,2016-04,10,0.97,9,2,False,9.7
CA_1,CA,HOBBIES,HOBBIES_2,HOBBIES_2_123,2015-04,1,0.5,1,1,False,0.5
CA_1,CA,HOBBIES,HOBBIES_2,HOBBIES_2_123,2015-05,9,0.5,6,3,True,4.5
CA_1,CA,HOBBIES,HOBBIES_2,HOBBIES_2_123,2015-06,8,0.5,8,1,True,4.0
CA_1,CA,HOBBIES,HOBBIES_2,HOBBIES_2_123,2015-07,10,0.5,7,2,True,5.0
CA_1,CA,HOBBIES,HOBBIES_2,HOBBIES_2_123,2015-08,4,0.5,4,1,False,2.0
CA_1,CA,HOBBIES,HOBBIES_2,HOBBIES_2_123,2015-09,7,0.5,5,3,True,3.5
CA_1,CA,HOBBIES,HOBBIES_2,HOBBIES_2_123,2015-10,6,0.5,5,2,True,3.0
CA_1,CA,HOBBIES,HOBBIES_2,HOBBIES_2_123,2016-01,4,0.5,3,2,True,2.0
CA_1,CA,HOBBIES,HOBBIES_2,HOBBIES_2_123,2016-02,3,0.5,3,1,True,1.5
CA_1,CA,HOBBIES,HOBBIES_2,HOBBIES_2_123,2016-03,9,0.5,6,3,True,4.5
CA_1,CA,HOUSEHOLD,HOUSEHOLD_1,HOUSEHOLD_1_033,2015-07,33,4.13,16,5,True,136.29
CA_1,CA,HOUSEHOLD,HOUSEHOLD_1,HOUSEHOLD_1_033,2015-08,60,3.97,28,5,False,238.2
CA_1,CA,HOUSEHOLD,HOUSEHOLD_1,HOUSEHOLD_1_033,2015-09,50,3.97,24,5,True,198.5
CA_1,CA,HOUSEHOLD,HOUSEHOLD_1,HOUSEHOLD_1_033,2015-10,59,3.97,24,7,True,234.23
CA_1,CA,HOUSEHOLD,HOUSEHOLD_1,HOUSEHOLD_1_033,2015-11,63,3.97,20,13,True,250.11
CA_1,CA,HOUSEHOLD,HOUSEHOLD_1,HOUSEHOLD_1_033,2015-12,83,3.97,27,8,True,329.51
CA_1,CA,HOUSEHOLD,HOUSEHOLD_1,HOUSEHOLD_1_033,2016-01,74,3.97,27,7,True,293.78
CA_1,CA,HOUSEHOLD,HOUSEHOLD_1,HOUSEHOLD_1_033,2016-02,47,3.97,25,6,True,186.59
CA_1,CA,HOUSEHOLD,HOUSEHOLD_1,HOUSEHOLD_1_033,2016-03,68,3.97,26,8,True,269.96
CA_1,CA,HOUSEHOLD,HOUSEHOLD_1,HOUSEHOLD_1_033,2016-04,5,3.97,3,2,False,19.85
CA_1,CA,HOUSEHOLD,HOUSEHOLD_1,HOUSEHOLD_1_360,2015-04,2,3.96,2,1,False,7.92
CA_1,CA,HOUSEHOLD,HOUSEHOLD_1,HOUSEHOLD_1_360,2015-05,14,3.96,13,2,True,55.44
CA_1,CA,HOUSEHOLD,HOUSEHOLD_1,HOUSEHOLD_1_360,2015-06,17,3.96,12,3,True,67.32
CA_1,CA,HOUSEHOLD,HOUSEHOLD_1,HOUSEHOLD_1_360,2015-07,21,3.96,14,3,True,83.16
CA_1,CA,HOUSEHOLD,HOUSEHOLD_1,HOUSEHOLD_1_360,2015-08,12,3.96,11,2,False,47.52
CA_1,CA,HOUSEHOLD,HOUSEHOLD_1,HOUSEHOLD_1_360,2015-09,11,3.96,8,3,True,43.56
CA_1,CA,HOUSEHOLD,HOUSEHOLD_1,HOUSEHOLD_1_360,2015-10,16,3.96,13,3,True,63.36
CA_1,CA,HOUSEHOLD,HOUSEHOLD_1,HOUSEHOLD_1_360,2015-11,9,3.96,6,3,True,35.64
CA_1,CA,HOUSEHOLD,HOUSEHOLD_1,HOUSEHOLD_1_360,2015-12,10,3.96,9,2,True,39.6
CA_1,CA,HOUSEHOLD,HOUSEHOLD_1,HOUSEHOLD_1_360,2016-01,9,3.96,6,2,True,35.64
CA_1,CA,HOUSEHOLD,HOUSEHOLD_1,HOUSEHOLD_1_360,2016-02,19,3.96,12,3,True,75.24
CA_1,CA,HOUSEHOLD,HOUSEHOLD_1,HOUSEHOLD_1_360,2016-03,12,3.96,8,2,True,47.52
CA_1,CA,HOUSEHOLD,HOUSEHOLD_1,HOUSEHOLD_1_360,2016-04,10,3.96,9,2,False,39.6
CA_1,CA,HOUSEHOLD,HOUSEHOLD_2,HOUSEHOLD_2_029,2015-05,18,9.99,10,4,True,179.82
CA_1,CA,HOUSEHOLD,HOUSEHOLD_2,HOUSEHOLD_2_029,2015-06,6,10.43,5,2,True,62.58
CA_1,CA,HOUSEHOLD,HOUSEHOLD_2,HOUSEHOLD_2_029,2015-07,10,10.43,7,3,True,104.3
CA_1,CA,HOUSEHOLD,HOUSEHOLD_2,HOUSEHOLD_2_029,2015-08,9,10.43,8,2,False,93.87
CA_1,CA,HOUSEHOLD,HOUSEHOLD_2,HOUSEHOLD_2_029,2015-09,11,10.43,8,2,True,114.73
CA_1,CA,HOUSEHOLD,HOUSEHOLD_2,HOUSEHOLD_2_029,2015-10,10,10.43,9,2,True,104.3
CA_1,CA,HOUSEHOLD,HOUSEHOLD_2,HOUSEHOLD_2_029,2015-11,9,10.43,8,2,True,93.87
CA_1,CA,HOUSEHOLD,HOUSEHOLD_2,HOUSEHOLD_2_029,2015-12,7,10.43,6,2,True,73.01
CA_1,CA,HOUSEHOLD,HOUSEHOLD_2,HOUSEHOLD_2_029,2016-01,1,10.43,1,1,True,10.43
CA_1,CA,HOUSEHOLD,HOUSEHOLD_2,HOUSEHOLD_2_029,2016-03,7,10.43,6,2,True,73.01
CA_1,CA,HOUSEHOLD,HOUSEHOLD_2,HOUSEHOLD_2_029,2016-04,3,10.43,3,1,False,31.29
CA_1,CA,HOUSEHOLD,HOUSEHOLD_2,HOUSEHOLD_2_344,2015-04,6,5.92,3,3,False,35.52
CA_1,CA,HOUSEHOLD,HOUSEHOLD_2,HOUSEHOLD_2_344,2015-05,48,5.92,22,5,True,284.16
CA_1,CA,HOUSEHOLD,HOUSEHOLD_2,HOUSEHOLD_2_344,2015-06,33,5.92,20,4,True,195.36
CA_1,CA,HOUSEHOLD,HOUSEHOLD_2,HOUSEHOLD_2_344,2015-07,72,5.92,25,9,True,426.24
CA_1,CA,HOUSEHOLD,HOUSEHOLD_2,HOUSEHOLD_2_344,2015-08,52,5.92,24,5,False,307.84
CA_1,CA,HOUSEHOLD,HOUSEHOLD_2,HOUSEHOLD_2_344,2015-09,34,5.92,17,4,True,201.28
CA_1,CA,HOUSEHOLD,HOUSEHOLD_2,HOUSEHOLD_2_344,2015-11,5,5.92,3,3,True,29.6
CA_1,CA,HOUSEHOLD,HOUSEHOLD_2,HOUSEHOLD_2_344,2015-12,21,5.92,14,4,True,124.32
CA_1,CA,HOUSEHOLD,HOUSEHOLD_2,HOUSEHOLD_2_344,2016-01,8,5.92,6,2,True,47.36
CA_1,CA,HOUSEHOLD,HOUSEHOLD_2,HOUSEHOLD_2_344,2016-03,17,5.76,10,3,True,97.92
CA_1,CA,HOUSEHOLD,HOUSEHOLD_2,HOUSEHOLD_2_344,2016-04,9,5.74,5,2,False,51.66
CA_1,CA,HOUSEHOLD,HOUSEHOLD_2,HOUSEHOLD_2_450,2015-04,1,9.47,1,1,False,9.47
CA_1,CA,HOUSEHOLD,HOUSEHOLD_2,HOUSEHOLD_2_450,2015-05,21,9.47,15,3,True,198.87
CA_1,CA,HOUSEHOLD,HOUSEHOLD_2,HOUSEHOLD_2_450,2015-06,28,9.82,20,3,True,274.96
CA_1,CA,HOUSEHOLD,HOUSEHOLD_2,HOUSEHOLD_2_450,2015-07,21,10.43,17,3,True,219.03
CA_1,CA,HOUSEHOLD,HOUSEHOLD_2,HOUSEHOLD_2_450,2015-08,14,10.43,10,3,False,146.02
CA_1,CA,HOUSEHOLD,HOUSEHOLD_2,HOUSEHOLD_2_450,2015-09,19,10.43,14,3,True,198.17
CA_1,CA,HOUSEHOLD,HOUSEHOLD_2,HOUSEHOLD_2_450,2015-10,16,10.43,9,3,True,166.88
CA_1,CA,HOUSEHOLD,HOUSEHOLD_2,HOUSEHOLD_2_450,2015-11,26,10.43,16,3,True,271.18
CA_1,CA,HOUSEHOLD,HOUSEHOLD_2,HOUSEHOLD_2_450,2015-12,23,10.43,17,3,True,239.89
CA_1,CA,HOUSEHOLD,HOUSEHOLD_2,HOUSEHOLD_2_450,2016-01,38,10.43,22,3,True,396.34
CA_1,CA,HOUSEHOLD,HOUSEHOLD_2,HOUSEHOLD_2_450,2016-02,19,10.43,14,2,True,198.17
CA_1,CA,HOUSEHOLD,HOUSEHOLD_2,HOUSEHOLD_2_450,2016-03,40,10.43,22,5,True,417.2
CA_1,CA,HOUSEHOLD,HOUSEHOLD_2,HOUSEHOLD_2_450,2016-04,17,10.43,10,3,False,177.31
CA_2,CA,FOODS,FOODS_2,FOODS_2_380,2015-04,9,4.97,3,4,False,44.73
CA_2,CA,FOODS,FOODS_2,FOODS_2_380,2015-05,63,4.97,18,9,True,313.11
CA_2,CA,FOODS,FOODS_2,FOODS_2_380,2015-06,83,4.97,27,8,True,412.51
CA_2,CA,FOODS,FOODS_2,FOODS_2_380,2015-07,106,4.97,28,8,True,526.82
CA_2,CA,FOODS,FOODS_2,FOODS_2_380,2015-08,132,4.97,31,10,False,656.04
CA_2,CA,FOODS,FOODS_2,FOODS_2_380,2015-09,131,4.97,29,10,True,651.07
CA_2,CA,FOODS,FOODS_2,FOODS_2_380,2015-10,109,4.97,30,8,True,541.73
CA_2,CA,FOODS,FOODS_2,FOODS_2_380,2015-11,79,4.97,28,6,True,392.63
CA_2,CA,FOODS,FOODS_2,FOODS_2_380,2015-12,84,4.97,29,6,True,417.48
CA_2,CA,FOODS,FOODS_2,FOODS_2_380,2016-01,75,4.97,26,8,True,372.75
CA_2,CA,FOODS,FOODS_2,FOODS_2_380,2016-02,84,4.97,26,9,True,417.48
CA_2,CA,FOODS,FOODS_2,FOODS_2_380,2016-03,91,4.97,30,12,True,452.27
CA_2,CA,FOODS,FOODS_2,FOODS_2_380,2016-04,56,4.97,17,10,False,278.32
CA_2,CA,FOODS,FOODS_3,FOODS_3_017,2015-05,1,1.98,1,1,True,1.98
CA_2,CA,FOODS,FOODS_3,FOODS_3_017,2015-06,5,1.98,4,2,True,9.9
CA_2,CA,FOODS,FOODS_3,FOODS_3_017,2015-07,5,1.98,5,1,True,9.9
CA_2,CA,FOODS,FOODS_3,FOODS_3_017,2015-08,7,1.98,4,2,False,13.86
CA_2,CA,FOODS,FOODS_3,FOODS_3_017,2015-09,5,1.98,4,2,True,9.9
CA_2,CA,FOODS,FOODS_3,FOODS_3_017,2015-10,3,1.98,3,1,True,5.94
CA_2,CA,FOODS,FOODS_3,FOODS_3_017,2015-11,5,1.98,5,1,True,9.9
CA_2,CA,FOODS,FOODS_3,FOODS_3_017,2015-12,6,1.98,6,1,True,11.88
CA_2,CA,FOODS,FOODS_3,FOODS_3_017,2016-01,5,1.98,4,2,True,9.9
CA_2,CA,FOODS,FOODS_3,FOODS_3_017,2016-02,8,1.98,8,1,True,15.84
CA_2,CA,FOODS,FOODS_3,FOODS_3_017,2016-03,7,1.98,7,1,True,13.86
CA_2,CA,FOODS,FOODS_3,FOODS_3_017,2016-04,8,1.98,6,2,False,15.84
CA_2,CA,FOODS,FOODS_3,FOODS_3_142,2015-04,21,3.98,5,7,False,83.58
CA_2,CA,FOODS,FOODS_3,FOODS_3_142,2015-05,176,3.98,29,20,True,700.48
CA_2,CA,FOODS,FOODS_3,FOODS_3_142,2015-06,95,3.98,25,10,True,378.1
CA_2,CA,FOODS,FOODS_3,FOODS_3_142,2015-07,140,3.98,30,9,True,557.2
CA_2,CA,FOODS,FOODS_3,FOODS_3_142,2015-08,99,3.98,19,9,False,394.02
CA_2,CA,FOODS,FOODS_3,FOODS_3_142,2015-09,144,3.98,22,19,True,573.12
CA_2,CA,FOODS,FOODS_3,FOODS_3_142,2015-10,107,3.98,26,13,True,425.86
CA_2,CA,FOODS,FOODS_3,FOODS_3_142,2015-11,120,3.98,28,8,True,477.6
CA_2,CA,FOODS,FOODS_3,FOODS_3_142,2015-12,126,3.98,29,13,True,501.48
CA_2,CA,FOODS,FOODS_3,FOODS_3_142,2016-01,134,3.98,29,12,True,533.32
CA_2,CA,FOODS,FOODS_3,FOODS_3_142,2016-02,131,3.98,25,12,True,521.38
CA_2,CA,FOODS,FOODS_3,FOODS_3_142,2016-03,136,3.98,26,16,True,541.28
CA_2,CA,FOODS,FOODS_3,FOODS_3_142,2016-04,71,3.98,18,10,False,282.58
CA_2,CA,FOODS,FOODS_3,FOODS_3_293,2015-05,3,1.98,3,1,True,5.94
CA_2,CA,FOODS,FOODS_3,FOODS_3_293,2015-06,10,1.98,5,5,True,19.8
CA_2,CA,FOODS,FOODS_3,FOODS_3_293,2015-07,11,1.98,9,2,True,21.78
CA_2,CA,FOODS,FOODS_3,FOODS_3_293,2015-08,13,1.98,9,2,False,25.74
CA_2,CA,FOODS,FOODS_3,FOODS_3_293,2015-09,14,1.98,5,8,True,27.72
CA_2,CA,FOODS,FOODS_3,FOODS_3_293,2015-10,10,1.98,8,3,True,19.8
CA_2,CA,FOODS,FOODS_3,FOODS_3_293,2015-11,5,1.98,4,2,True,9.9
CA_2,CA,FOODS,FOODS_3,FOODS_3_293,2015-12,11,1.98,7,4,True,21.78
CA_2,CA,FOODS,FOODS_3,FOODS_3_293,2016-01,5,1.98,4,2,True,9.9
CA_2,CA,FOODS,FOODS_3,FOODS_3_293,2016-02,10,1.98,7,2,True,19.8
CA_2,CA,FOODS,FOODS_3,FOODS_3_293,2016-03,3,1.98,3,1,True,5.94
CA_2,CA,FOODS,FOODS_3,FOODS_3_293,2016-04,6,1.98,5,2,False,11.88
CA_2,CA,FOODS,FOODS_3,FOODS_3_525,2015-04,1,2.0,1,1,False,2.0
CA_2,CA,FOODS,FOODS_3,FOODS_3_525,2015-05,26,2.0,16,4,True,52.0
CA_2,CA,FOODS,FOODS_3,FOODS_3_525,2015-06,82,2.0,22,10,True,164.0
CA_2,CA,FOODS,FOODS_3,FOODS_3_525,2015-07,44,2.0,21,4,True,88.0
CA_2,CA,FOODS,FOODS_3,FOODS_3_525,2015-08,26,2.0,13,3,False,52.0
CA_2,CA,FOODS,FOODS_3,FOODS_3_525,2015-09,23,2.0,15,3,True,46.0
CA_2,CA,FOODS,FOODS_3,FOODS_3_525,2015-10,26,2.0,20,2,True,52.0
CA_2,CA,FOODS,FOODS_3,FOODS_3_525,2015-11,26,2.0,17,4,True,52.0
CA_2,CA,FOODS,FOODS_3,FOODS_3_525,2015-12,20,2.0,16,2,True,40.0
CA_2,CA,FOODS,FOODS_3,FOODS_3_525,2016-01,12,2.0,11,2,True,24.0
CA_2,CA,FOODS,FOODS_3,FOODS_3_525,2016-02,25,2.0,13,4,True,50.0
CA_2,CA,FOODS,FOODS_3,FOODS_3_525,2016-03,81,2.0,28,9,True,162.0
